,org_number,name,construction_year,housing_coop_id
17986,769624-3216,BRF Hasseln,2013.0,48141
17987,769624-3240,HSB BRF Frej i Borlänge,2014.0,276633
17988,769624-3349,BRF Norrelden i Växjö,2012.0,276539
17989,769624-3356,BRF Kniven 20,1929.0,79306
17990,769624-3364,BRF Nya Villabacken,2021.0,284189
17991,769624-3380,BRF Centrumhuset i Ed,,285530
17992,769624-3430,BRF Gullmaren Lysekil 2,1976.0,271818
17993,769624-3448,BRF Flora 4,1929.0,277661
17994,769624-3455,BRF Strandskatan,2013.0,52581
17995,769624-3471,BRF Jägaren 7,1976.0,77611
17996,769624-3489,BRF Bikupan 16,1929.0,43376
17997,769624-3497,BRF Råmärket,1963.0,274998
17998,769624-3521,BRF Kålletorpet,1930.0,49079
17999,769624-3539,BRF Almen 10,,266494
18000,769624-3547,BRF Roslags Kulle,2014.0,48994
18001,769624-3570,BRF Staven i Växjö,2013.0,45548
18002,769624-3596,BRF Kolla Trädgård,2017.0,269210
18003,769624-3612,BRF Spinnakern,,269075
18004,769624-3638,BRF Saltsjö Vy,2013.0,48365
18005,769624-3661,BRF Fruängsporten,,78097
18006,769624-3679,BRF Östra Parkvillorna,2012.0,270255
18007,769624-3695,BRF Furiren 5,1921.0,81294
18008,769624-3703,BRF Sedelpressen i Tumba,2014.0,82333
18009,769624-3711,BRF Almagrundet 2,2015.0,56612
18010,769624-3729,BRF Almagrundet 1,2014.0,52900
18011,769624-3737,BRF Markan i Tullinge,2014.0,58595
18012,769624-3745,BRF Basaren,2014.0,81556
18013,769624-3760,BRF Portalen,2015.0,78848
18014,769624-3802,BRF Allégården i Sollentuna,2014.0,77974
18015,769624-3810,BRF Allélunden,2015.0,266654
18016,769624-3828,BRF Argos,2014.0,81240
18017,769624-3844,BRF Kungen 8,1961.0,79449
18018,769624-3869,BRF Kungen 7,1961.0,76992
18019,769624-3901,BRF Bergbacka Fritid,1970.0,82177
18020,769624-3976,BRF Ekparken Dalénum,2013.0,78187
18021,769624-4107,BRF Kolonin,1930.0,270622
18022,769624-4123,BRF Lillsjöparken,2013.0,268483
18023,769624-4214,Bonum BRF Rödeken,2014.0,53519
18024,769624-4230,BRF Pote Noster,1930.0,53256
18025,769624-4255,BRF Trollberget,2014.0,80998
18026,769624-4339,BRF Serenaden i Västra Eriksberg,2013.0,271227
18027,769624-4347,BRF Norrmannen 2,2005.0,47021
18028,769624-4362,BRF Magneten,,82438
18029,769624-4388,BRF Kaninen 33,,46032
18030,769624-4420,BRF Nynästerrassen 1 i Nynäshamn,2013.0,277256
18031,769624-4438,BRF Bjursätra,2018.0,276362
18032,769624-4511,BRF Kvarteret Hallenborg i Malmö,2018.0,43333
18033,769624-4586,BRF Värpingegård,2014.0,55421
18034,769624-4594,BRF Käranden 15-19,2014.0,266727
18035,769624-4727,BRF Kaninen 31,2014.0,271666
18036,769624-4768,BRF Fyrskenet,2013.0,78580
18037,769624-4776,BRF Smeden 7 Smålands Gille,1950.0,270837
18038,769624-4826,BRF Råby Ängar,2014.0,79381
18039,769624-4842,BRF Åsundaterrassen 2,2013.0,78995
18040,769624-4958,BRF Omgången,2013.0,44276
18041,769624-5138,BRF Grillstugan,1934.0,81075
18042,769624-5211,Riksbyggen BRF Jungfrun,1959.0,269797
18043,769624-5286,BRF Visborgsgatan 51,,217219
18044,769624-5344,"BRF Rapp, Karlstad",,50843
18045,769624-5401,BRF Sandberget 1,1888.0,51111
18046,769624-5484,BRF Ängslyckan på Stallbacken,,269575
18047,769624-5542,BRF BoKlok Färsna Hage,,54073
18048,769624-5609,Riksbyggen BRF Wadstenamejeriet,1902.0,268616
18049,769624-5617,BRF Kv Fursten Norra 2,2013.0,55104
18050,769624-5625,BRF Gåsviken 1,1952.0,96243
18051,769624-5666,BRF Allotria,2014.0,56497
18052,769624-5690,BRF Vildvinet 2,1935.0,55418
18053,769624-5724,BRF Kummeln 8,2014.0,274527
18054,769624-5740,BRF Sjöblick 2,2015.0,78856
18055,769624-5799,BRF Venus 2,,274262
18056,769624-5807,BRF Ängsnäs Trädgårdar 1,2014.0,81923
18057,769624-5815,BRF Engelska Parken i Nykvarn,2015.0,51478
18058,769624-5831,BRF Blodboksgränd 1,2014.0,81890
18059,769624-5856,BRF Skogsterrassen,2014.0,80125
18060,769624-5955,BRF Segestrand,2014.0,266461
18061,769624-5971,BRF Mölle by the Sea,,275172
18062,769624-6078,BRF Cupido Borås,2013.0,271809
18063,769624-6177,BRF Vårlyckan,1926.0,274725
18064,769624-6193,BRF Slottsallén,2015.0,77245
18065,769624-6235,BRF Ärlan 9,,278433
18066,769624-6243,BRF Moravägen 26,2017.0,274457
18067,769624-6284,BRF Slottsvillan,2017.0,277904
18068,769624-6292,BRF Villa Fehr i Nättraby,,285921
18069,769624-6318,BRF Slåtterhagen,2012.0,270229
18070,769624-6359,BRF Skogsbacken 1,2013.0,78702
18071,769624-6367,BRF Estradören,1946.0,274846
18072,769624-6383,BRF Fanbäraren,2006.0,46716
18073,769624-6409,BRF Batterigatan 11,1947.0,79277
18074,769624-6417,BRF Äppleblom,2015.0,274864
18075,769624-6482,BRF Kärnhuset,2017.0,80146
18076,769624-6516,BRF Vildapeln i Hildedal,2017.0,272834
18077,769624-6557,BRF Fredriksdals kanal,2017.0,266570
18078,769624-6573,BRF Barken 2 i Umeå,2014.0,76327
18079,769624-6763,BRF Ånäsvägen 7,1929.0,270146
18080,769624-6847,BRF Skrea Park,,80886
18081,769624-6912,BRF Jaktflyget,1963.0,49031
18082,769624-6946,BRF Smedbyhöjden,2014.0,268744
18083,769624-6953,BRF Barsbro Parken,1956.0,274182
18084,769624-7019,BRF Annedals Entré,,80738
18085,769624-7076,BRF Sjömansskolan,1973.0,275958
18086,769624-7100,BRF Vattendroppen,2014.0,55114
18087,769624-7126,BRF Backahusen,2014.0,268610
18088,769624-7167,BRF Lövkojan i Gävle,1945.0,269674
18089,769624-7233,BRF Gästgivaren 1,,81907
18090,769624-7241,BRF Sprutan i Norrköping,1938.0,78415
18091,769624-7274,BRF Nyatorp,,47148
18092,769624-7332,BRF Strandgatan vid Vänern,1964.0,278305
18093,769624-7548,BRF Gunnilbacken,2012.0,276934
18094,769624-7571,BRF Ängspärlan,1956.0,255405
18095,769624-7639,BRF Bottnakarlen 1,1952.0,44481
18096,769624-7696,BRF Storängsgatan 35,1938.0,275702
18097,769624-7704,HSB BRF Fiskaren i Linköping,1993.0,272233
18098,769624-7720,Riksbyggen BRF Solkatten i Lund,2019.0,281414
18099,769624-7753,BRF Glädjen i Viksjö,1977.0,50690
18100,769624-7795,BRF Alviks Torn,2015.0,51807
18101,769624-7803,BRF Strandpromenaden i Åkersberga,2015.0,79000
18102,769624-7811,BRF Rådhuset 3,,51580
18103,769624-7878,BRF Svärdet 5,2013.0,46537
18104,769624-7886,BRF Bellmanskällavägen 9,,275149
18105,769624-7894,BRF Sjöbrisen,,279325
18106,769624-7902,BRF Anemonen i Dalby,2015.0,77259
18107,769624-7944,HSB BRF Fyren 31,1938.0,56158
18108,769624-7951,BRF Uret 7,1946.0,80758
18109,769624-8082,BRF Saga i Helsingborg,2013.0,275218
18110,769624-8173,BRF Sommerwind,2015.0,77243
18111,769624-8207,BRF Trebackegatan 12,,275390
18112,769624-8223,BRF Säsongskortet,2012.0,78493
18113,769624-8264,BRF Ärlan,,82639
18114,769624-8298,BRF Grafikern,2013.0,80529
18115,769624-8348,BRF Gösen 4,1930.0,266775
18116,769624-8389,BRF Studenten 20,,271243
18117,769624-8397,BRF Kvalitetshus i Eskilstuna,,80632
18118,769624-8413,BRF Varvet-Hägern i Luleå,1973.0,269643
18119,769624-8454,BRF Diana 23,1929.0,280412
18120,769624-8462,BRF Evedalsparken i Växjö,,52648
18121,769624-8470,BRF Hemslöjden,,276802
18122,769624-8520,BRF Anemonen i Södra Hedvigslund,2013.0,78369
18123,769624-8728,BRF Fanérsågen,,45393
18124,769624-8736,BRF Lufthamnen,2013.0,79034
18125,769624-8918,Bonum BRF Våghuset på Limhamn,2015.0,76597
18126,769624-8959,BRF Björlanda Marina,2017.0,272494
18127,769624-8967,BRF Magistern 3,1946.0,83749
18128,769624-9056,BRF Järvakrogen,1946.0,76386
18129,769624-9155,BRF BoKlok Myntet i Öllsjö,2014.0,276305
18130,769624-9163,BRF Trolldalen 3,2012.0,279321
18131,769624-9171,BRF Apeln 3,1942.0,79467
18132,769624-9221,BRF BoKlok Hasseludden i Hässleholm,,93826
18133,769624-9254,BRF Segeltorps Orangeri,2013.0,76110
18134,769624-9304,BRF Lejonet i Södertälje,2012.0,76243
18135,769624-9320,BRF Solrosen Johanneslund,2013.0,270917
18136,769624-9353,BRF Uggleviken,2013.0,82839
18137,769624-9361,BRF Trädgårdsmästaren Johannelund,2013.0,267592
18138,769624-9445,BRF Sjösavägen 11-19,1953.0,81805
18139,769624-9452,BRF Trollskogen Mariehäll,2015.0,53994
18140,769624-9510,BRF Linabergshöjden,2015.0,77519
18141,769624-9569,BRF Strandlyckan 2,2016.0,271697
18142,769624-9577,BRF Skurustrand,2014.0,274697
18143,769624-9676,BRF Kajutan,1995.0,82489
18144,769624-9726,BRF Norrkometen i Ljungby,2014.0,80107
18145,769624-9759,BRF Lykttändaren,2014.0,266374
18146,769624-9791,"BRF Svartöstaden 1, Luleå",1945.0,47743
18147,769624-9882,BRF Tallkronan i Kista,,279430
18148,769624-9916,BRF Torghusen 1,2013.0,48214
18149,769624-9957,BRF Trädgårdshusen 1,,269707
18150,769624-9965,BRF Södra Parken,1946.0,55187
18151,769625-0013,BRF Trädgårdshusen 2,2015.0,81145
18152,769625-0021,BRF Trädgårdsstaden i Vallentuna,2015.0,269277
18153,769625-0039,BRF Trädgårdshusen 3,2016.0,266519
18154,769625-0153,BRF Borggården i Staffanstorp,,281049
18155,769625-0237,Riksbyggen BRF Guldspiran i Malmö,2015.0,268549
18156,769625-0310,BRF Skimret,,283590
18157,769625-0328,BRF Skridskoåkaren,,83243
18158,769625-0336,BRF Kanotisten,2013.0,65593
18159,769625-0344,BRF Skurholmen i Luleå,1950.0,53078
18160,769625-0369,BRF Råck 16,2015.0,274614
18161,769625-0385,BRF Västerbacken 3,2014.0,80541
18162,769625-0419,BRF Fursten Norra 1,2013.0,76910
18163,769625-0435,BRF Mathildeberg III,2014.0,81365
18164,769625-0484,BRF Bladbaggen 6,1938.0,282695
18165,769625-0518,BRF Trikåfabriken,1914.0,55002
18166,769625-0542,BRF Snöfjället,2015.0,45214
18167,769625-0567,BRF OP 13,1935.0,80368
18168,769625-0591,BRF Baslinjen 1,,284675
18169,769625-0617,BRF Räven Alsike,2014.0,78216
18170,769625-0666,BRF Boklok Sagoskogen,,270331
18171,769625-0740,BRF Kaffestugan,2014.0,46496
18172,769625-0898,BRF Täby Colourfront,2015.0,80953
18173,769625-0914,BRF Lunds södra 1,2015.0,271319
18174,769625-0922,BRF Hyllie Boulevard,2015.0,44474
18175,769625-0948,BRF Taffeln 1,1950.0,53713
18176,769625-0963,BRF Freja Kungälv,1964.0,276559
18177,769625-1029,BRF BoKlok Telestad i Växjö,2013.0,268899
18178,769625-1094,BRF OHOJ,2014.0,82668
18179,769625-1110,BRF Lillhagsvägen 88,,272265
18180,769625-1169,BRF Tryckstången 1,1939.0,273036
18181,769625-1250,BRF Järven 16 i Umeå,1932.0,274055
18182,769625-1342,BRF Barometern 6,,282090
18183,769625-1383,BRF Balder,,283593
18184,769625-1466,BRF Gyllene Ratten,2015.0,269883
18185,769625-1474,BRF Torkvinden,,267131
18186,769625-1540,BRF Övre Öviken,2007.0,277607
18187,769625-1599,BRF Vårdträdet i Annedal,2014.0,76488
18188,769625-1607,BRF Mariagatan 7,1939.0,80513
18189,769625-1631,Riksbyggen BRF Strandsnäckan 2 i Växjö,1992.0,56557
18190,769625-1730,BRF Fållbänken 1,1986.0,271137
18191,769625-1805,HSB BRF Parkstaden i Häljarp,,83215
18192,769625-1821,BRF BoKlok Brostugan,2013.0,281109
18193,769625-1847,BRF Skolgatan 8,1912.0,81314
18194,769625-1888,HSB BRF Linnéa i Helsingborg,2019.0,279020
18195,769625-1938,BRF Enavallen i Enköping,2015.0,47656
18196,769625-1987,BRF Tilia,2013.0,77248
18197,769625-2019,BRF Skogsbacken,2014.0,82036
18198,769625-2175,BRF Kista Torn,2016.0,78606
18199,769625-2183,BRF Tännforsen,2014.0,80286
18200,769625-2274,BRF Vasagatan,,51182
18201,769625-2282,BRF TorgEtt,2014.0,80045
18202,769625-2308,BRF Järven 27,,135040
18203,769625-2316,BRF Almen,1951.0,77216
18204,769625-2332,BRF Prinseryd 1,1991.0,275303
18205,769625-2506,BRF Slottsskogsälvan,1936.0,54909
18206,769625-2589,HSB BRF 73 Rosendalen,2016.0,57143
18207,769625-2647,"BRF Södra Parkvillorna, Linköping",2014.0,267627
18208,769625-2662,MBF BRF Slottsträdgården 2,2013.0,267149
18209,769625-2670,BRF Öbacka Strand 4,,108315
18210,769625-2704,BRF Brottkärr Hamn,2013.0,52864
18211,769625-2738,BRF Skeppet i Österåker,1995.0,78796
18212,769625-2746,BRF Slottssmycket,2016.0,78372
18213,769625-2753,BRF BoKlok Smörblomman i Mörarp,2012.0,82274
18214,769625-2779,BRF Östra Polhem 4:2,1989.0,273564
18215,769625-2845,BRF Källorna,1929.0,52884
18216,769625-2878,BRF Dalgatan 21-23 i Södertälje,,52409
18217,769625-2886,BRF Rosenborg,1946.0,43136
18218,769625-2910,BRF Vännerna,,267775
18219,769625-2951,BRF Åsidan,2013.0,79071
18220,769625-3082,BRF Väktaren,2015.0,283934
18221,769625-3314,BRF Synvillan,2017.0,267135
18222,769625-3355,BRF Stämpeldynan 1,1956.0,80729
18223,769625-3371,"BRF Redaretorget, Karlstad",2014.0,267035
18224,769625-3389,BRF Utö 3,1958.0,47115
18225,769625-3439,BRF Västerläge,1890.0,269068
18226,769625-3488,BRF Brigadgeneralen,1904.0,82427
18227,769625-3587,BRF Rivieran,1937.0,80314
18228,769625-3595,BRF Halvtummen,1963.0,267063
18229,769625-3678,BRF Falun Björken 10,2014.0,266467
18230,769625-3686,BRF Biografen,,78339
18231,769625-3694,BRF Borgmästargården,1875.0,75792
18232,769625-3702,BRF Grisselmaren 2,2015.0,271577
18233,769625-3736,BRF Bovieran Helsingborg,2016.0,275687
18234,769625-3744,BRF Tyresö Trädgårdar,,110153
18235,769625-3751,BRF Mållången,2014.0,279440
18236,769625-3777,BRF Hallonet,1940.0,280617
18237,769625-3785,BRF Lumen,2017.0,270557
18238,769625-3801,BRF Bjäreterrassen 2,2017.0,271859
18239,769625-3827,BRF Tuna 666,,278235
18240,769625-3850,BRF Solslänten,2006.0,283937
18241,769625-3942,BRF Kistalunden,,276687
18242,769625-3967,BRF Hotell Båstad,2021.0,277537
18243,769625-3975,BRF Tålamodet,,271269
18244,769625-4015,BRF Kvarnhjulet,2015.0,76002
18245,769625-4056,BRF Kastellhuset,2014.0,54613
18246,769625-4098,BRF Skogen 9,,275830
18247,769625-4130,BRF Vistaberg 4,2014.0,283204
18248,769625-4213,BRF Reviret 14,2014.0,83099
18249,769625-4221,BRF Västra Åkanten,2014.0,44054
18250,769625-4353,BRF Bokhultet,2008.0,272920
18251,769625-4361,BRF Lagman,1936.0,273572
18252,769625-4445,BRF Solborgen Umeå,1969.0,273475
18253,769625-4494,BRF Luftseglaren,2014.0,272110
18254,769625-4502,BRF Örebäcksparken,,276706
18255,769625-4536,BRF Närheten i Örnsköldsvik,2013.0,43600
18256,769625-4577,BRF Glidflygaren,1943.0,78172
18257,769625-4585,BRF Dolomiten 2,2014.0,54606
18258,769625-4601,BRF Trädgårdsvillorna,,278626
18259,769625-4684,BRF Trängregementet,2014.0,78387
18260,769625-4825,BRF Sommarvågen,2014.0,43621
18261,769625-4882,BRF Granen 2,1930.0,77240
18262,769625-4890,BRF Fältspaten 2,2006.0,79875
18263,769625-4932,BRF Albinsroparken,2014.0,281251
18264,769625-5020,BRF Cirkusplatsen,2014.0,77262
18265,769625-5111,BRF Fotografen 1,2014.0,282129
18266,769625-5137,BRF Vårängen,1940.0,270289
18267,769625-5244,BRF Viggbyholmsterassen,2013.0,55640
18268,769625-5251,BRF Vreten,,80265
18269,769625-5277,BRF Forsa 2131,2005.0,48557
18270,769625-5301,BRF Riggen Gröndal,2015.0,78964
18271,769625-5335,BRF Liljeholmshöjden,2015.0,45095
18272,769625-5343,BRF Klintvägen 7,1979.0,75804
18273,769625-5434,HSB BRF Solrosen I Molkom,1953.0,269662
18274,769625-5525,BRF Högmasten,2015.0,268400
18275,769625-5533,BRF Glädjen 2,1987.0,81845
18276,769625-5608,BRF Midskeppet i Dockan,2015.0,267175
18277,769625-5715,BRF Sabeln 3,1946.0,276232
18278,769625-5756,BRF Godhemsgatan 13,1934.0,78214
18279,769625-5798,BRF Tre Kronors Backe,2018.0,271234
18280,769625-5889,BRF Boklok Kronanbacken,2013.0,77208
18281,769625-5897,BRF Parkgatan 8 i Göteborg,,43186
18282,769625-5962,Riksbyggen BRF Aspelyckan,2015.0,76495
18283,769625-5970,Riksbyggen BRF Rasten,,267413
18284,769625-6044,BRF Norrgård,2016.0,54990
18285,769625-6051,Riksbyggen BRF Nyckeln,2017.0,269194
18286,769625-6085,BRF Västermalms Atrium,2015.0,57319
18287,769625-6218,BRF Uppsala Entré,2016.0,49106
18288,769625-6283,BRF Skarpövägen,1971.0,76358
18289,769625-6341,BRF Kajen Ett,2015.0,54488
18290,769625-6374,BRF Sockerbiten,1971.0,51007
18291,769625-6382,BRF Prunus,2015.0,43418
18292,769625-6432,BRF Södra Eken,2016.0,48725
18293,769625-6440,BRF Åsögatan 166,1880.0,272437
18294,769625-6465,BRF Montellsgärdet 2,1947.0,273472
18295,769625-6473,BRF Fjällripan Åre,,272489
18296,769625-6499,BRF Norra Eken,2014.0,76679
18297,769625-6531,BRF Fridhem i Frösunda,2014.0,43650
18298,769625-6556,BRF Råbocken 6,1936.0,77588
18299,769625-6564,Riksbyggen BRF Granngården i Beckomberga,1920.0,44267
18300,769625-6572,Bonum BRF Borggården i Beckomberga,,77473
18301,769625-6606,BRF Bryngfjorden Två,,77983
18302,769625-6721,BRF Skäpplandsgatan 13-17,1960.0,46259
18303,769625-6804,BRF Marstrand 6:9,1976.0,268615
18304,769625-6820,BRF Kummelnäs Bullerby,2022.0,279937
18305,769625-6853,BRF Tegelmonoliten,2015.0,74035
18306,769625-6861,BRF Björklingehöjden,,276889
18307,769625-6879,BRF Uven större 22,1929.0,80939
18308,769625-6937,BRF Villavägen,1929.0,272432
18309,769625-6952,BRF Östra Ängarne,2015.0,275829
18310,769625-7067,BRF Bordduken 6,1945.0,80139
18311,769625-7083,BRF Vängåvan,1954.0,55462
18312,769625-7109,BRF Forellen,1959.0,80101
18313,769625-7117,BRF Kanalen 2 i Wenersborg,2014.0,267087
18314,769625-7182,HSB BRF Dansbanan i Linköping,2015.0,79458
18315,769625-7224,BRF Brevlådan 2,1949.0,43705
18316,769625-7380,BRF Trädriket 1,2015.0,273965
18317,769625-7398,BRF Kasematten 2,,272911
18318,769625-7406,BRF Kv Sporren,1990.0,278447
18319,769625-7448,BRF Glasberget 27,1904.0,268543
18320,769625-7455,BRF Mottagaren 2,1929.0,78213
18321,769625-7489,BRF Havet 16,2020.0,273041
18322,769625-7554,BRF Utsikten i Lerum,,267022
18323,769625-7620,BRF Kamomillen,2015.0,267182
18324,769625-7638,BRF Tångspiken,1944.0,83073
18325,769625-7646,BRF Grönpepparn,2016.0,52525
18326,769625-7661,BRF Edölandet,1969.0,43112
18327,769625-7703,Riksbyggen BRF Kungsgården i Umeå,2015.0,82801
18328,769625-7802,BRF Spettet 3,1948.0,54633
18329,769625-7851,HSB BRF 69 Soluppgången i Uppsala,2015.0,79669
18330,769625-7919,BRF Koppartältet,1951.0,44111
18331,769625-7950,BRF Plushusen,2015.0,81871
18332,769625-7968,BRF Mälarutsikten,2016.0,78522
18333,769625-7976,BRF Lärkbyn,2014.0,79729
18334,769625-8016,HSB BRF Skiljebo i Västerås,2015.0,78201
18335,769625-8057,BRF Gladan,2015.0,81295
18336,769625-8073,BRF Spetsen,1958.0,81537
18337,769625-8156,BRF Kungsberget 1 Båstad,2019.0,278172
18338,769625-8172,BRF Freden,2014.0,277286
18339,769625-8198,BRF Djurgårdseken 6,,266480
18340,769625-8206,BRF Argus 3 i Växjö,,273019
18341,769625-8214,BRF Positiv,,83076
18342,769625-8230,BRF Bryggeriet 1 i Nässjö,2014.0,277719
18343,769625-8248,BRF Spegeldammen,,48663
18344,769625-8255,BRF Kvarntornen,2015.0,53100
18345,769625-8271,BRF Lunden 1i Mörtnäs Hagar,2014.0,266596
18346,769625-8289,BRF Laduviken,2016.0,76536
18347,769625-8305,BRF Kavelbron 41,,272982
18348,769625-8321,BRF Boklok Tomtberget,2014.0,134416
18349,769625-8354,"BRF Årevägen 130, Åre",2016.0,78323
18350,769625-8362,BRF Mälarhöjdsutsikten 15,2013.0,273363
18351,769625-8479,HSB BRF Honnören i Örebro,2017.0,275393
18352,769625-8511,Bostadsrättsföreningen Smedsbacken 14,1939.0,78291
18353,769625-8602,BRF Lyckeby i Vendelsö,2014.0,283132
18354,769625-8610,BRF Bonden 8,1970.0,80389
18355,769625-8628,BRF Magnolian,1926.0,271672
18356,769625-8727,BRF Hattmakaren 7,1929.0,269366
18357,769625-8800,BRF Älvängen i Djurgårdsstaden,2014.0,79101
18358,769625-8859,BRF Göketorpsgatan 34,1946.0,275816
18359,769625-8867,BRF Venus 9 i Norrtälje,,282341
18360,769625-8891,BRF Krickan,2015.0,79237
18361,769625-8909,BRF Solbacken Mörtnäs 200,,81153
18362,769625-8925,BRF Fyren,2014.0,283845
18363,769625-8958,BRF Gustavsgatan 53,1944.0,266891
18364,769625-8982,BRF Aldershus,,283336
18365,769625-9006,BRF Förstäven i Västerås,2015.0,81259
18366,769625-9030,BRF Salvator,1907.0,275773
18367,769625-9055,BRF Storsjöträffen 3,1936.0,276580
18368,769625-9097,BRF Sydsluttningen,2013.0,266722
18369,769625-9105,BRF Länsmannen Umeå,1962.0,271815
18370,769625-9139,BRF Östergöken,,278072
18371,769625-9154,BRF Begonian,2014.0,78092
18372,769625-9162,BRF Barcelona,2015.0,266731
18373,769625-9196,BRF Hästhagen på Stallbacken,2014.0,80820
18374,769625-9246,BRF Hermelinen i Nyköping,2018.0,269380
18375,769625-9287,BRF Thuleparken I Gnesta,2014.0,266124
18376,769625-9295,BRF Tunafors I Eskilstuna,2015.0,57123
18377,769625-9386,BRF Billdals Sjösida,2013.0,44571
18378,769625-9477,BRF Östergatan 14-16,1947.0,46248
18379,769625-9501,BRF Nattviolen,,47523
18380,769625-9659,BRF Båtsman i Norrtälje,2014.0,273780
18381,769625-9717,BRF Oxhuvudet 15,1946.0,267801
18382,769625-9733,BRF Apelvägen,1995.0,81687
18383,769625-9741,BRF Broddesonsgatan 47,,273967
18384,769625-9758,BRF Tegnér,2016.0,44827
18385,769625-9790,Riksbyggen BRF Hamnmagasinet,2016.0,266594
18386,769625-9840,BRF Sunds Terrasser,2017.0,273873
18387,769625-9857,BRF Trollbäcksporten,2014.0,275366
18388,769625-9907,BRF Ministern,,269213
18389,769625-9931,BRF Ängslövet,,80722
18390,769626-0038,BRF Luggude,2016.0,53831
18391,769626-0046,BRF Västertull 2,1861.0,272080
18392,769626-0061,BRF Disponenten i Knivsta,2014.0,47582
18393,769626-0079,BRF Rävgrytet i Alsike,,79749
18394,769626-0111,BRF Svea Fanfar 1,2015.0,80657
18395,769626-0186,BRF Kastellgården,,76303
18396,769626-0384,BRF Jaktfalken i Barkarby,2014.0,46398
18397,769626-0392,BRF Almen,2015.0,268592
18398,769626-0400,BRF Kilen 5,1909.0,83543
18399,769626-0418,BRF Bjurslättspark Hisingen,2014.0,269926
18400,769626-0467,BRF Övre Parkvillan,2020.0,278321
18401,769626-0525,BRF Brunnsparken i Örebro,2014.0,78052
18402,769626-0541,BRF Hagen 15,1950.0,55932
18403,769626-0574,BRF Pokalen 5,1930.0,266978
18404,769626-0673,BRF Katten 4 i Linköping,1946.0,81656
